,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1059,1.0,0.0,17.0,44.96,29.0,80.05,2280.6734637493046,0.0,0.0,764.32,2109.9700000000003,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1060,1.0,0.0,1.0,40.38,6.0,45.85,45.85,1.8904709809011682,0.0,750.3808752086038,86.23,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
1061,1.0,0.0,12.0,16.72,0.0,64.59322269608752,219.35,0.0,0.0,200.64,419.99,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0
1062,1.0,0.0,32.0,37.48,15.0,83.7,2633.3,1.8904709809011682,0.0,1199.36,3832.66,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0
1063,1.0,5.0,32.53866122751715,22.905796402744297,19.0,85.1,4600.95,14.3,0.0,1105.5,5692.15,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1064,1.0,0.0,27.0,16.94,11.0,88.3,2467.75,0.0,0.0,457.38000000000005,2925.13,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0
1065,1.0,0.0,32.53866122751715,3.55,29.0,45.25,428.7,44.9,0.0,35.5,419.3,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1066,1.0,0.0,32.53866122751715,11.97,27.0,85.35,489.45,0.0,0.0,71.82000000000001,3044.441077322455,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1067,1.0,0.0,13.0,40.37,21.0,74.3,940.35,0.0,0.0,524.81,1465.16,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1068,1.0,0.0,1.0,5.36,19.0,89.35,89.35,0.0,0.0,5.36,94.71,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0
1069,1.0,0.0,60.0,22.88,48.0,64.59322269608752,6236.75,0.0,0.0,1372.8,3044.441077322455,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0
1070,1.0,1.929167439273132,32.53866122751715,22.905796402744297,20.32486556647506,64.59322269608752,2280.6734637493046,1.8904709809011682,6.797700723159651,750.3808752086038,3044.441077322455,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1071,1.0,6.0,72.0,30.3,20.32486556647506,112.9,8061.5,0.0,20.0,2181.6,10263.1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0
1072,1.0,1.929167439273132,36.0,42.51,52.0,64.59322269608752,2854.95,0.0,40.0,1530.36,4425.31,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0
1073,1.0,0.0,66.0,25.82,26.0,99.5,6710.5,0.0,0.0,1704.12,3044.441077322455,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0
1074,1.0,0.0,49.0,22.52,25.0,106.65,5168.1,0.0,130.0,1103.48,6401.58,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0
1075,1.0,0.0,1.0,22.905796402744297,15.0,25.25,25.25,1.8904709809011682,6.797700723159651,0.0,25.25,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0
1076,1.0,1.929167439273132,22.0,40.18,8.0,64.59322269608752,2082.95,0.0,100.0,883.96,3066.91,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0
1077,1.0,3.0,32.53866122751715,32.13,0.0,24.75,1836.9,0.0,0.0,2281.23,4118.13,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0
1078,1.0,0.0,6.0,40.64,51.0,85.95,514.6,0.0,0.0,243.84,758.44,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0
1079,1.0,1.929167439273132,32.53866122751715,22.905796402744297,20.32486556647506,64.59322269608752,2280.6734637493046,1.8904709809011682,6.797700723159651,750.3808752086038,3044.441077322455,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1080,1.0,1.929167439273132,21.0,17.19,11.0,64.59322269608752,1125.2,0.0,0.0,360.99,1486.19,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1081,1.0,3.0,46.0,16.07,0.0,19.6,851.2,0.0,0.0,739.22,1590.42,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
1082,1.0,10.0,51.0,14.54,20.32486556647506,19.95,2280.6734637493046,1.8904709809011682,0.0,741.54,1770.29,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
1083,1.0,3.0,69.0,22.905796402744297,27.0,116.0,8182.85,1.8904709809011682,6.797700723159651,2657.88,10840.73,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0
1084,1.0,0.0,32.53866122751715,11.93,26.0,91.3,2280.6734637493046,0.0,0.0,548.78,4675.13,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0
1085,1.0,1.929167439273132,67.0,11.4,27.0,94.1,2280.6734637493046,0.0,0.0,763.8000000000001,7066.6,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0
1086,1.0,10.0,50.0,10.13,0.0,20.55,2280.6734637493046,0.0,6.797700723159651,506.50000000000006,1576.75,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
1087,1.0,1.929167439273132,32.53866122751715,22.905796402744297,20.32486556647506,64.59322269608752,2280.6734637493046,1.8904709809011682,6.797700723159651,750.3808752086038,3044.441077322455,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1088,1.0,1.0,72.0,6.41,14.0,64.59322269608752,7657.4,0.0,0.0,461.52,8118.92,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0
1089,1.0,0.0,26.0,31.73,0.0,20.9,518.3,1.8904709809011682,0.0,824.98,1343.28,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0
1090,1.0,0.0,62.0,2.83,0.0,26.0,1638.7,0.0,0.0,175.46,1814.16,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0
1091,1.0,1.929167439273132,69.0,29.38,9.0,78.6,5356.45,0.0,0.0,2027.22,3044.441077322455,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0
1092,1.0,0.0,58.0,41.14,25.0,104.65,6219.6,0.0,40.0,2386.12,8645.720000000001,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0
1093,1.0,0.0,30.0,22.905796402744297,0.0,19.7,625.05,0.0,0.0,737.1,3044.441077322455,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
1094,1.0,1.0,32.53866122751715,22.33,6.0,99.05,2952.85,0.0,0.0,647.5699999999999,3600.42,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0
1095,1.0,0.0,38.0,4.34,26.0,104.85,3887.25,0.0,6.797700723159651,164.92,4052.17,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1096,1.0,1.929167439273132,32.53866122751715,22.905796402744297,20.32486556647506,64.59322269608752,2280.6734637493046,1.8904709809011682,6.797700723159651,750.3808752086038,3044.441077322455,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1097,1.0,1.0,61.0,22.905796402744297,20.0,80.8,4860.85,1.8904709809011682,0.0,750.3808752086038,7495.96,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0
1098,1.0,0.0,3.0,44.97,16.0,82.3,2280.6734637493046,0.0,6.797700723159651,134.91,369.31,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1099,1.0,1.929167439273132,32.53866122751715,22.905796402744297,20.32486556647506,64.59322269608752,2280.6734637493046,1.8904709809011682,6.797700723159651,750.3808752086038,3044.441077322455,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1100,1.0,10.0,61.0,22.905796402744297,52.0,75.35,2280.6734637493046,0.0,6.797700723159651,750.3808752086038,6486.1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0
1101,1.0,1.0,70.0,1.63,41.0,64.95,2280.6734637493046,42.89,0.0,114.1,4594.46,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
1102,1.0,6.0,13.0,16.74,0.0,18.8,251.25,1.8904709809011682,0.0,217.62,468.87,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
1103,1.0,0.0,21.0,22.53,0.0,20.35,422.7,0.0,0.0,473.13,895.8299999999999,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0
1104,1.0,8.0,37.0,15.51,20.32486556647506,19.85,717.5,0.0,0.0,573.87,1291.37,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0
1105,1.0,4.0,72.0,16.82,25.0,104.1,2280.6734637493046,0.0,6.797700723159651,1211.04,8698.74,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0
1106,1.0,3.0,32.53866122751715,22.905796402744297,20.32486556647506,107.05,2280.6734637493046,0.0,0.0,551.1999999999999,3044.441077322455,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0
1107,1.0,1.929167439273132,32.53866122751715,45.41,23.0,79.55,723.4,0.0,6.797700723159651,408.69,3044.441077322455,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0
1108,1.0,0.0,24.0,13.13,20.32486556647506,84.85,2048.8,0.0,80.0,315.12,2443.92,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
1109,1.0,4.0,65.0,48.53,20.32486556647506,64.59322269608752,7082.45,21.52,0.0,3154.4500000000003,10215.38,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0
1110,1.0,1.929167439273132,32.53866122751715,22.905796402744297,20.32486556647506,64.59322269608752,2280.6734637493046,1.8904709809011682,6.797700723159651,750.3808752086038,3044.441077322455,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1111,1.0,0.0,1.0,0.0,9.0,25.1,25.1,1.8904709809011682,0.0,0.0,25.1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1112,1.0,0.0,57.0,28.44,24.0,53.5,3035.8,0.0,6.797700723159651,1621.0800000000002,4656.88,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
1113,1.0,7.0,32.53866122751715,5.69,10.0,100.35,5681.1,0.0,6.797700723159651,330.02000000000004,6011.120000000001,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0
1114,1.0,1.929167439273132,32.53866122751715,22.905796402744297,20.32486556647506,64.59322269608752,2280.6734637493046,1.8904709809011682,6.797700723159651,750.3808752086038,3044.441077322455,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1115,1.0,1.929167439273132,65.0,22.905796402744297,20.32486556647506,26.0,1654.85,0.0,0.0,191.75,1846.6,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0
1116,1.0,0.0,1.0,1.15,23.0,70.1,70.1,0.0,0.0,1.15,71.25,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0
1117,1.0,0.0,32.53866122751715,15.16,0.0,19.4,50.6,0.0,6.797700723159651,30.32,80.92,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
1118,1.0,1.0,20.0,8.98,16.0,60.0,1259.35,0.0,0.0,179.60000000000002,1438.9499999999998,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0
1119,1.0,1.929167439273132,32.53866122751715,22.905796402744297,20.32486556647506,64.59322269608752,2280.6734637493046,1.8904709809011682,6.797700723159651,750.3808752086038,3044.441077322455,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1120,1.0,0.0,35.0,26.19,19.0,64.59322269608752,3180.5,0.0,40.0,916.65,4137.15,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0
1121,1.0,1.0,2.0,27.27,51.0,65.7,134.35,0.0,0.0,54.54,188.89,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0
1122,1.0,1.0,32.53866122751715,22.905796402744297,20.32486556647506,94.05,2866.45,0.0,0.0,315.0,3181.45,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0
1123,1.0,4.0,32.53866122751715,43.57,30.0,65.85,3928.3,0.0,0.0,2614.2,6542.5,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
1124,1.0,1.0,29.0,40.49,20.32486556647506,94.65,2649.15,0.0,0.0,750.3808752086038,3823.36,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0
1125,1.0,0.0,22.0,11.46,16.0,83.05,1799.3,0.0,0.0,750.3808752086038,2051.42,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0
1126,1.0,8.0,69.0,33.37,24.0,107.2,7317.1,0.0,0.0,2302.53,9619.63,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0
1127,1.0,0.0,29.0,4.53,0.0,25.15,702.0,0.0,0.0,131.37,833.37,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
1128,1.0,0.0,60.0,22.905796402744297,20.32486556647506,64.59322269608752,4765.0,0.0,0.0,917.4,5682.4,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1129,1.0,3.0,45.0,39.03,0.0,64.59322269608752,929.2,0.0,0.0,1756.35,2685.55,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0
1130,1.0,8.0,63.0,10.67,20.32486556647506,109.25,6841.4,0.0,0.0,672.21,3044.441077322455,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0
1131,1.0,0.0,1.0,20.06,24.0,79.2,2280.6734637493046,0.0,0.0,20.06,99.26,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1132,1.0,1.0,37.0,0.0,20.32486556647506,40.2,1448.8,0.0,0.0,0.0,1448.8,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0
1133,1.0,10.0,8.0,31.86,59.0,56.3,401.5,0.0,6.797700723159651,254.88,686.38,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0
1134,1.0,0.0,16.0,22.3,28.0,86.25,1340.1,0.0,0.0,356.8,1696.9,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0
1135,1.0,2.0,10.0,0.0,20.0,52.55,525.5,0.0,0.0,0.0,525.5,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0
1136,1.0,1.0,34.0,22.905796402744297,16.0,75.55,2280.6734637493046,0.0,0.0,70.38,2495.78,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1137,1.0,0.0,62.0,38.33,30.0,64.59322269608752,4698.05,0.0,0.0,2376.46,7074.51,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
1138,1.0,1.929167439273132,32.53866122751715,22.905796402744297,20.32486556647506,64.59322269608752,2280.6734637493046,1.8904709809011682,6.797700723159651,750.3808752086038,3044.441077322455,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1139,1.0,1.929167439273132,32.53866122751715,22.905796402744297,20.32486556647506,64.59322269608752,2280.6734637493046,1.8904709809011682,6.797700723159651,750.3808752086038,3044.441077322455,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1140,1.0,0.0,60.0,22.905796402744297,20.32486556647506,44.45,2773.9,0.0,6.797700723159651,0.0,2773.9,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1141,1.0,0.0,32.53866122751715,6.19,52.0,64.59322269608752,73.6,0.0,0.0,6.19,79.78999999999999,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0
1142,1.0,0.0,1.0,46.17,30.0,70.1,70.1,0.0,6.797700723159651,46.17,116.27,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1143,1.0,9.0,64.0,22.905796402744297,29.0,94.25,6081.4,0.0,6.797700723159651,1493.12,7574.519999999999,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0
1144,1.0,0.0,12.0,22.905796402744297,23.0,76.6,893.0,0.0,6.797700723159651,313.56,1206.56,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1145,1.0,0.0,32.0,1.12,5.0,81.1,2280.6734637493046,19.25,0.0,35.84,3044.441077322455,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
1146,1.0,0.0,8.0,35.53,5.0,45.15,438.4,0.0,0.0,750.3808752086038,722.64,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
1147,1.0,0.0,7.0,48.36,15.0,95.35,660.9,34.29,0.0,338.52,965.13,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0
1148,1.0,5.0,53.0,24.33,52.0,92.55,4779.45,0.0,0.0,1289.49,6068.94,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1149,1.0,0.0,52.0,5.42,22.0,103.05,5364.8,46.67,0.0,281.84,5599.97,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0
1150,1.0,0.0,38.0,36.18,20.32486556647506,83.9,3233.6,0.0,0.0,1374.84,4608.44,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0
1151,1.0,5.0,17.0,0.0,27.0,64.59322269608752,934.8,47.73,6.797700723159651,0.0,887.0699999999999,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1152,1.0,0.0,2.0,15.67,8.0,69.7,135.2,0.0,0.0,31.34,166.54,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
1153,1.0,2.0,52.0,10.03,29.0,50.95,2610.65,0.0,0.0,521.56,3132.21,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
1154,1.0,0.0,1.0,40.48,0.0,20.95,20.95,1.8904709809011682,0.0,750.3808752086038,61.42999999999999,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
