,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
1775,1.0,26.0,,48.0,86.65,2208.75,,0.0,1296.62,3505.37,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,3.0,34.065875,-118.238728,30596.0,,,,0,0,0,0,0,0,0,0,0,0,0
1776,1.0,9.0,40.0,4.0,90.1,816.8,0.0,,,1176.8,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,5.0,41.750354,-120.403885,104.0,1.0,66.0,0.0,1,0,0,0,0,1,1,0,1,0,0
1777,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,33.739412,-117.173334,8692.0,1.0,26.0,0.0,0,1,0,1,0,0,0,0,1,0,0
1778,1.0,31.0,,9.0,83.85,2674.15,11.37,0.0,,3035.71,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,3.0,33.778436,-118.118648,425.0,1.0,64.0,0.0,1,0,1,0,1,0,0,1,1,0,0
1779,1.0,72.0,19.6,15.0,115.05,8405.0,0.0,0.0,,9816.2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,3.0,37.80707,-122.297401,21054.0,1.0,41.0,0.0,1,0,1,0,1,0,1,0,1,0,0
1780,1.0,50.0,,28.0,,3876.2,0.0,0.0,473.50000000000006,4349.7,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,5.0,36.220761,-120.980777,,1.0,40.0,0.0,1,0,1,0,1,0,0,1,1,0,
1781,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,32.741499,-117.127409,47689.0,1.0,,0.0,0,0,1,0,1,0,0,0,1,0,0
1782,1.0,50.0,4.6,24.0,71.05,3444.85,0.0,0.0,230.0,3674.85,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,3.0,38.313447,-121.123886,1745.0,1.0,69.0,,0,0,1,0,0,1,0,1,1,0,5
1783,1.0,6.0,2.03,,19.5,106.8,,0.0,12.18,,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,3.0,38.550722,-121.457314,14966.0,1.0,67.0,0.0,1,0,0,0,0,1,1,0,1,0,0
1784,1.0,30.0,,30.0,69.1,2093.9,21.08,0.0,597.6,2670.42,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,3.0,34.057496,-118.413959,2527.0,1.0,69.0,0.0,0,1,1,0,0,0,1,0,1,0,
1785,1.0,37.0,42.45,23.0,,2658.4,16.36,,1570.65,4212.6900000000005,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,3.0,34.156629,-119.117218,77791.0,1.0,,0.0,0,0,1,0,1,0,0,1,1,0,
1786,1.0,56.0,34.1,13.0,105.6,6068.65,0.0,0.0,1909.6,7978.25,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,4.0,37.3511,-122.037311,50070.0,,35.0,0.0,1,0,1,0,1,0,0,1,1,0,0
1787,1.0,,48.21,,95.3,2192.9,,0.0,,3301.73,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,3.0,39.031876,-120.811141,5714.0,1.0,53.0,0.0,0,0,1,0,1,0,1,0,1,0,0
1788,1.0,56.0,20.53,19.0,99.75,5608.4,0.0,0.0,1149.68,6758.08,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,4.0,32.827238,-117.089287,30206.0,1.0,45.0,0.0,1,0,1,0,1,0,0,1,1,0,0
1789,1.0,20.0,45.39,24.0,78.8,1641.3,0.0,,907.8,,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,3.0,33.86532,-118.396336,,,,,0,0,0,0,0,0,0,0,0,0,0
1790,1.0,49.0,36.08,59.0,93.65,,33.13,0.0,1767.9199999999998,6254.94,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,,32.76501,,24169.0,1.0,27.0,2.0,0,1,0,1,1,0,0,1,0,1,0
1791,1.0,2.0,7.27,0.0,,,0.0,0.0,14.54,54.79,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,4.0,34.102119,-117.815532,33878.0,,37.0,2.0,0,1,1,0,1,0,0,1,0,1,0
1792,,2.0,31.91,30.0,79.6,,0.0,0.0,,,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,3.0,34.037037,,11.0,1.0,80.0,,1,0,1,0,0,1,1,0,1,0,4
1793,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,32.886925,,74232.0,1.0,,0.0,1,0,1,0,1,0,0,1,1,0,1
1794,1.0,67.0,21.71,30.0,111.3,7567.2,36.66,0.0,1454.5700000000002,8985.11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,,33.828779,-117.848299,,,60.0,0.0,0,1,1,0,1,0,0,1,1,0,0
1795,1.0,51.0,9.5,51.0,84.2,4299.75,39.68,0.0,484.5,4744.57,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,5.0,38.848082,-123.50608,1916.0,1.0,,3.0,0,1,1,0,1,0,0,1,0,0,0
1796,1.0,1.0,7.57,0.0,20.75,20.75,0.0,0.0,7.57,28.32,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,5.0,34.236683,-118.517588,32307.0,1.0,29.0,1.0,0,1,0,1,1,0,1,0,0,1,0
1797,1.0,71.0,30.59,19.0,107.5,7713.55,0.0,140.0,2171.89,,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,,32.605012,-116.97595,9278.0,1.0,68.0,0.0,0,1,1,0,0,1,0,1,0,0,0
1798,1.0,64.0,16.33,10.0,111.6,7099.0,0.0,0.0,1045.12,8144.12,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,4.0,33.940884,-118.128628,40152.0,1.0,71.0,0.0,0,1,1,0,0,1,0,1,1,0,0
1799,1.0,1.0,28.7,69.0,69.65,69.65,0.0,0.0,28.7,98.35,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1.0,40.587919,-122.464732,31586.0,1.0,30.0,0.0,0,1,1,0,1,0,1,0,1,0,2
1800,1.0,38.0,3.95,21.0,95.0,3605.6,0.0,0.0,,3755.7,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,5.0,,-118.493231,5221.0,1.0,34.0,0.0,0,1,1,0,1,0,1,0,1,0,0
1801,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,36.478239,-119.52137,14088.0,,66.0,0.0,0,1,0,0,0,1,0,1,1,0,0
1802,1.0,11.0,0.0,73.0,,425.1,0.0,0.0,0.0,425.1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,,,,,1.0,20.0,0.0,0,1,0,1,1,0,1,0,1,0,0
1803,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,38.384648,-121.578701,1417.0,,23.0,,1,0,0,1,1,0,1,0,0,0,2
1804,1.0,5.0,,0.0,24.3,,0.0,0.0,33.5,165.75,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,5.0,,-115.955541,799.0,1.0,41.0,3.0,1,0,1,0,1,0,0,1,0,1,0
1805,1.0,69.0,,,64.15,4254.1,0.0,40.0,2751.7200000000003,7045.820000000001,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,,34.001617,-118.222274,3642.0,1.0,64.0,0.0,1,0,1,0,1,0,0,0,1,0,0
1806,1.0,57.0,0.0,69.0,,3265.95,0.0,150.0,0.0,3415.95,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,4.0,34.093781,,20408.0,,27.0,0.0,0,1,0,1,1,0,0,1,1,0,0
1807,1.0,,,25.0,,1929.35,0.0,,189.54,2118.89,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1.0,,-117.201666,26357.0,1.0,80.0,0.0,1,0,1,0,0,1,0,1,1,0,3
1808,,72.0,24.44,13.0,89.1,,0.0,0.0,1759.68,8112.08,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.0,34.049172,-118.115022,26933.0,1.0,70.0,0.0,1,0,1,0,0,1,0,1,1,0,0
1809,1.0,42.0,0.0,59.0,25.1,1097.15,0.0,0.0,,1097.15,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,3.0,38.681651,-122.130569,,1.0,26.0,0.0,0,1,0,1,1,0,0,1,1,0,
1810,1.0,24.0,42.66,0.0,24.6,,0.0,0.0,1023.84,1629.09,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,5.0,37.676249,-122.132415,26240.0,,58.0,0.0,1,0,0,0,1,0,1,0,1,0,0
1811,1.0,55.0,33.6,,45.05,,0.0,0.0,1848.0,4310.6,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,3.0,,-118.065591,21343.0,1.0,,0.0,1,0,0,0,1,0,1,0,1,0,
1812,1.0,2.0,,21.0,42.6,72.4,0.0,0.0,0.0,,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,,39.473896,-121.415927,28382.0,1.0,49.0,0.0,1,0,1,0,1,0,1,0,0,0,1
1813,1.0,59.0,41.19,0.0,19.85,1188.25,0.0,,2430.21,3618.46,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,3.0,,,,1.0,50.0,1.0,0,1,1,0,1,0,0,1,0,1,0
1814,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,32.730583,-115.501083,3535.0,1.0,,0.0,1,0,0,0,1,0,1,0,1,0,0
1815,1.0,72.0,17.28,11.0,82.65,5919.35,,,1244.16,7163.51,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,3.0,34.361387,-117.337509,68515.0,1.0,53.0,0.0,1,0,0,0,1,0,0,1,1,0,0
1816,1.0,12.0,0.0,7.0,49.85,552.1,0.0,,0.0,552.1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,,33.719221,-118.073596,1107.0,,58.0,0.0,1,0,1,0,1,0,1,0,1,0,
1817,1.0,6.0,11.81,24.0,91.1,455.3,0.0,0.0,70.86,,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,,37.343846,-121.039391,8504.0,1.0,,0.0,1,0,1,0,1,0,1,0,1,0,4
1818,,1.0,23.7,25.0,74.0,74.0,0.0,0.0,23.7,97.7,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,,36.814539,-119.711868,33856.0,,34.0,0.0,0,1,1,0,1,0,1,0,1,0,
1819,1.0,56.0,40.86,27.0,115.85,6567.9,0.0,0.0,2288.16,8856.06,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,3.0,39.724433,-123.767578,309.0,1.0,42.0,3.0,0,1,1,0,1,0,0,0,0,1,
1820,1.0,35.0,12.56,,55.6,2016.45,0.0,0.0,439.6,2456.05,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,3.0,,,,1.0,46.0,3.0,0,0,1,0,1,0,1,0,0,1,0
1821,1.0,29.0,0.0,28.0,39.5,1082.75,0.0,0.0,0.0,1082.75,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,,35.165668,-120.655842,8564.0,1.0,47.0,,1,0,1,0,0,0,1,0,1,0,0
1822,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,34.02381,-118.156582,68701.0,1.0,32.0,0.0,1,0,1,0,1,0,1,0,1,0,0
1823,1.0,32.0,6.2,25.0,87.65,,47.87,,198.4,,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,3.0,33.141265,,48690.0,,53.0,0.0,0,1,1,0,1,0,1,0,1,0,0
1824,1.0,35.0,15.98,22.0,100.5,3653.35,0.0,0.0,559.3000000000001,4212.65,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1.0,34.177267,-118.31003,11517.0,1.0,65.0,0.0,1,0,1,0,0,1,0,0,1,0,3
1825,,,35.28,,71.35,71.35,,0.0,35.28,106.63,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,3.0,,-117.865469,318.0,1.0,23.0,0.0,0,1,0,1,1,0,1,0,1,0,3
1826,1.0,,40.71,52.0,70.5,597.9,0.0,0.0,366.39,964.29,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,,33.844983,-117.952151,60553.0,1.0,30.0,0.0,0,1,1,0,1,0,1,0,1,0,
1827,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,40.372532,-123.525626,695.0,1.0,35.0,0.0,1,0,1,0,1,0,0,1,1,0,
1828,1.0,56.0,5.93,19.0,72.6,4084.35,0.0,,332.08,4556.43,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,,37.942551,-122.491642,6448.0,,,,0,0,0,0,0,0,0,0,0,0,0
1829,,2.0,37.29,,62.05,,,0.0,74.58,192.88,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1.0,32.898613,-117.202937,4258.0,1.0,44.0,,0,1,1,0,1,0,1,0,1,0,1
1830,1.0,13.0,7.22,28.0,100.8,1308.1,0.0,0.0,93.86,1401.9599999999998,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1.0,,,,1.0,69.0,0.0,1,0,1,0,0,1,1,0,1,0,
1831,1.0,35.0,20.44,18.0,94.55,3365.4,0.0,0.0,715.4000000000001,4080.8,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,3.0,33.807864,-117.923782,,1.0,68.0,0.0,0,0,1,0,0,1,0,1,1,0,0
1832,1.0,,34.0,3.0,59.85,3103.25,19.16,,1768.0,4852.09,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,3.0,37.972662,-122.491452,40239.0,1.0,78.0,,1,0,1,0,0,1,1,0,1,0,0
1833,1.0,19.0,36.88,27.0,56.1,1033.9,0.0,0.0,,1734.62,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,,,-121.838298,138.0,1.0,,,1,0,1,0,1,0,1,0,1,0,
1834,1.0,4.0,8.38,0.0,19.0,73.45,0.0,0.0,33.52,106.97,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,5.0,34.079449,-118.548306,,1.0,21.0,0.0,0,0,0,1,1,0,1,0,1,0,
1835,1.0,67.0,6.15,53.0,89.55,6373.1,0.0,0.0,412.05,6785.150000000001,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,4.0,38.481902,-120.603668,1273.0,1.0,38.0,,0,1,1,0,1,0,0,0,0,1,0
1836,,60.0,0.0,,53.6,3237.05,0.0,0.0,0.0,3237.05,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,3.0,,-117.258203,43161.0,1.0,61.0,,1,0,0,0,0,0,1,0,1,0,0
1837,1.0,65.0,16.65,5.0,103.15,6792.45,0.0,0.0,1082.25,7874.7,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,3.0,34.273872,-114.192901,131.0,,,,0,0,0,0,0,0,0,0,0,0,
1838,1.0,29.0,,0.0,19.8,572.2,0.0,0.0,1337.48,1909.68,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,,37.971751,-122.611873,8486.0,1.0,42.0,0.0,0,1,1,0,1,0,1,0,1,0,0
1839,1.0,19.0,31.85,0.0,20.15,387.7,2.97,0.0,605.15,989.88,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,,39.756049,-123.358701,91.0,1.0,48.0,3.0,1,0,1,0,1,0,0,1,0,1,
1840,1.0,63.0,13.45,69.0,83.5,5435.0,0.0,0.0,847.3499999999999,6282.35,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,4.0,33.764018,-117.931507,43491.0,1.0,19.0,0.0,0,1,0,1,1,0,0,1,1,0,0
1841,1.0,14.0,21.03,7.0,54.25,773.2,0.0,0.0,294.42,1067.62,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,1.0,,0.0,1,0,1,0,1,0,1,0,1,0,0
1842,1.0,1.0,11.86,13.0,50.6,50.6,0.0,0.0,11.86,,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1.0,33.874224,,33528.0,,,,0,0,0,0,0,0,0,0,0,0,
1843,1.0,14.0,,76.0,69.2,944.65,0.0,0.0,41.44,986.09,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,3.0,,,,1.0,52.0,3.0,0,1,1,0,1,0,0,1,0,1,0
1844,1.0,70.0,8.28,5.0,,5315.8,0.0,0.0,579.5999999999999,5895.4,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,3.0,34.408161,-118.865111,16013.0,,34.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1845,,10.0,8.38,2.0,104.4,,,0.0,,1165.25,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1.0,,,,1.0,37.0,0.0,0,1,1,0,1,0,1,0,1,0,1
1846,1.0,,32.57,13.0,80.55,653.9,,0.0,293.13,944.75,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,,40.448632,,21418.0,,,,0,0,0,0,0,0,0,0,0,0,0
1847,,67.0,14.83,24.0,69.9,4615.9,0.0,0.0,,5609.509999999999,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,3.0,32.909873,-116.906774,42277.0,1.0,46.0,1.0,0,0,0,0,0,0,0,1,0,1,
1848,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,33.351059,-117.420557,98239.0,1.0,29.0,,0,0,0,0,1,0,1,0,1,0,0
1849,1.0,2.0,24.9,,44.65,74.9,0.0,10.0,49.8,,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1.0,,,,,46.0,0.0,0,1,1,0,0,0,1,0,1,0,
1850,,30.0,,19.0,85.45,,23.13,120.0,651.5999999999999,3258.42,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,,33.713891,-116.237257,56307.0,,,,0,0,0,0,0,0,0,0,0,0,
1851,1.0,28.0,33.57,52.0,96.6,2684.35,0.0,0.0,939.96,,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,5.0,33.923149,-117.244933,61205.0,,25.0,0.0,0,1,0,1,1,0,0,1,1,0,0
1852,1.0,5.0,,59.0,75.9,357.75,0.0,0.0,234.4,592.15,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,2.0,32.825086,-117.199424,51213.0,1.0,30.0,0.0,0,1,1,0,1,0,1,0,1,0,1
1853,1.0,25.0,18.87,0.0,19.9,505.45,0.0,0.0,471.75,977.2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,5.0,,-122.076796,60274.0,1.0,47.0,1.0,0,1,1,0,1,0,0,1,0,0,0
1854,1.0,,35.62,29.0,95.9,2234.95,0.0,0.0,783.64,3018.59,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,,38.486502,-121.334051,11396.0,1.0,42.0,0.0,0,1,1,0,1,0,0,1,1,0,0
1855,1.0,12.0,21.89,,99.45,1200.15,0.0,0.0,262.68,1462.8300000000002,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,,32.886925,-117.152162,74232.0,1.0,,0.0,0,1,1,0,0,1,1,0,1,0,1
1856,1.0,47.0,48.03,69.0,75.45,3545.1,0.0,0.0,2257.41,,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,,39.53222,,,,,,0,0,0,0,0,0,0,0,0,0,0
